NaturalId,SentenceId,Source,ADM_EXPEDIAHOTELID,CB Date of Creation,Document Date,HA_HOTELNAME,HR_DISPLAYLOCALE,HR_TSPID,REVIEW_TITLE,Sentence,VerbatimType,Verbatim,Topic
63e0f37248c27f61a69cd942,8182168309,NOT SPECIFIED,33957884,1675686803729,06/02/2023 12:32:50 CST,ritz carlton luxury - multiple beachfront residences - lots of availability,en_us,83,nice location to go downtown,Pool was dirty .,HR_REVIEWTEXT,Liked our stay easily walk to places down town. Renting a car is a must to see island. Noisy bar next door that kept us up at night. Pool was dirty . Staff on site nice and helpful,Pool Unclean Water
63e034773e3c937f7b81b518,8181950281,NOT SPECIFIED,71747835,1675637889318,05/02/2023 22:57:59 CST,amazing scottsdale abode w/ private oasis!,en_us,83,scottsdale 2022,"the living room fan, the pool was filthy, master bedroom faucet was loose, no cable, so no live TV, no garage door transmitters and the shower water pressure was not good",HR_REVIEWTEXT,"The house is in a great, quiet location. The hot tub was awesome, and the majority of the house had modern updates. The backyard is amazing and the main reason we booked the property. But, the big problem is that the furnace only heats the bedrooms. So the main areas-kitchen, dining, living room have no heat. When we were there, it got down to the low 30's at night, and we needed heat. The property manager and owner said to leave the bedroom doors open and there are also 2 space heaters to heat the main areas. The space heaters were way to small to make a difference and the main areas were quite cold. None of the living room lights worked nor the living room fan, the pool was filthy, master bedroom faucet was loose, no cable, so no live TV, no garage door transmitters and the shower water pressure was not good. Due to having no heat in the main areas, we would not stay there again. We could look past all of the other issues, but with the main areas too cold to be in, we will look at other properties for our next visit.",Pool Unclean Water
63e0402e4645d7464e0cde71,8181964495,NOT SPECIFIED,40219729,1675640888424,05/02/2023 23:47:58 CST,only minutes to disney,en_us,83,orlando golf,Pool was very dirty.,HR_REVIEWTEXT,"Villa was very spacious for our group of 8. Not impressed with lack of towels, no shower mats (one of my friends fell walking out of the shower on wet floor). Pool was very dirty. No extra toilet paper and the microwave was broken. Leak in kitchen ceiling from shower above that was never repaired",Pool Unclean Water
63e008995d01cb17633c1dd9,8181894238,NOT SPECIFIED,90161432,1675626679722,05/02/2023 19:50:48 CST,toprated! sleeps10 4kingbeds immaculat decor (367),en_us,83,cute and cozy,I fell on the step up to the door which is detached from the house and tripped numerous times on the walkway to the house which has several large cracks .,HR_REVIEWTEXT,This was a good spot for a family of five. Neighbors were friendly. They sent someone to repair a fallen towel bar that a prior guest had toppled. Plenty of dishes. It is an older property though. The front is a bit difficult if you have ambulatory issues. I fell on the step up to the door which is detached from the house and tripped numerous times on the walkway to the house which has several large cracks . My husband stubbed his toe on the same area. Windows don’t close all the way and basement had a definite odor so I could not use it. It does have a ton of space if you can overlook these issues.,Injury
63e0e802350c941a8dbf5151,8182144564,NOT SPECIFIED,72116949,1675683852234,06/02/2023 11:44:02 CST,family sanctuary @ umina bea,en_au,83,great place,I fell over the little desk when I tried to catch it and stop it from falling on my little boy.,HR_REVIEWTEXT,"Property is at a lovely location, surrounded by forest. Beautiful views from all windows. It was very clean when we arrived. The kitchen would benefit from more utensils and mixing bowls. We were washing the dishes in the evening but didn't have enough teaspoons etc to last throughout the day. The fridge stopped working upon our arrival and they brought a mini fridge which was not enough for all our food. The agency was very understanding and supplied the second mini fridge within few hours. The fans in the rooms were very useful as well as AC. Pool was wonderful. The only problem was the sun umbrella which was not sufficiently secured and the wind tipped it over when I opened it. I fell over the little desk when I tried to catch it and stop it from falling on my little boy. But those were minor issues and we were very pleased with our stay overall. My kids had fun and we would gladly visit again.",Injury
63dfeef4282dd530cb0e0c28,8181855649,NOT SPECIFIED,72935226,1675620094603,05/02/2023 18:01:05 CST,"charming downtown home, close to everything!",en_us,83,no communication,I fell on a broken kitchen chair and bumped my head as well as other family members.,HR_REVIEWTEXT,"Walked in the place and was surprised that this home had only 4 bedroom, the extra bedroom was the 4th room not the 5th. The Living-room isn’t large enough for 5 people. There were broken items in the home and when I attempted to call to communicate Justin did not answers Justin only answered when I first arrived and when I left. Steps were not salted and had ice where I slipped multiple times. I fell on a broken kitchen chair and bumped my head as well as other family members. Don’t stay here as the practices are unfair.",Injury
63e06dc83374bf38b5676e54,8182013791,NOT SPECIFIED,59610713,1675652656311,06/02/2023 03:02:32 CST,new 2019 miami condo @hyde breathtaking waterviews!,en_us,83,it was ok,I had to go to the urgent care because I hurt my lower back and right wrist.,HR_REVIEWTEXT,The condo was great but once you arrive there is an additional fee $110 a day which should have been stated before hand because what if I didn’t have a card. The views was lovely. I called and called about one of the balcony chairs had just fell apart while I was sitting in it. I had to go to the urgent care because I hurt my lower back and right wrist. I called and called NO ANSWER so I sent an email and still NOTHING,Injury
63e020bc2ac8cd05c5ab5ec3,8181922125,NOT SPECIFIED,70441973,1675632838448,05/02/2023 21:33:47 CST,"loggers run 17 - snowshoe - ski in ski out private hot tub overlooking slope, garage",en_us,83,horrible - dirty and unsafe,my son fell down the stairs,HR_REVIEWTEXT,"We arrived to dirty dishes in the sink, dirty dishes in the dishwasher, a sink drain full of rotten food, and the garbage disposal smelled horrible. The beds had dirty sheets on them; we had TO WASH THE LINENS before we could sleep! Dirty bathrooms with hair and dirt in the sinks and shower. The shower was full of mold and did not drain. Floors were unclean; if you walked around without socks, your feet were black. The counters and floors are full of dried and nasty food and dog hair. Dirty dishes in the cabinets and old food that was dried. The property is unsafe; the baseboards are so bowed from the walls you trip. The stair railing is broken, and my son fell down the stairs. The smoke detector has not been checked since August 2012, and the attic door does not close bad cold drafts. The linens are dirty, towels provided are the tiny and towels from Walmart that still had ""inspection"" stickers on them and would not even fit around my 12-year-old. The bathroom floors have mold and a thick layer of nasty hair and dirt around the sides. If you try to contact the property management company, the voicemail is full. When they finally emailed us on day 3, they did not provide a refund for the trip. The house is in a good location, but the house is so nasty and in disrepair, I WOULD NOT STAY HERE!",Injury
63dffa105689dc69582ede4e,8181874578,NOT SPECIFIED,87369009,1675622937990,05/02/2023 18:48:47 CST,apartment 5 minutes to the tamarindo town,en_us,83,we enjoyed our stay in the condo,My wife has mobility difficulties because of back injuries,HR_REVIEWTEXT,"We did not notice that the two bedrooms were upstairs. My wife has mobility difficulties because of back injuries, and she found the stairs hard to climb. This is NOT William's fault - we should have asked more questions! Kitchen equipment was excellent. Justin was very helpful. We did not have wifi or phone connections in Costa Rica. We did not receive instructions on how to check in to the property before we arrived at the address, but we met up with Jus within a few minutes of visiting the Coastal Property Management office.",Injury
63e06af31979f94105a57a24,8182013066,NOT SPECIFIED,33502441,1675651842867,06/02/2023 02:50:27 CST,beautiful ocean views with pool near the beach - kaanapali beach,en_us,83,home in lahaina,Floor surface near pool can be slippery.,HR_REVIEWTEXT,"Beautiful home.
Parking for numerous cars can be challenging but it works. Floor surface near pool can be slippery. 
Having pointed out the only two concerns it was a wonderful place for a big group. Kitchen is great. Our family loves to cook so that was a big plus",Pool Safety
63e066c6bc6fce68ac65e3f8,8182009898,NOT SPECIFIED,27132236,1675650769532,06/02/2023 02:32:38 CST,"secluded rental cabin on southern illinois wine trail, private hot tub",en_us,83,perfect weekend cabin,"Beautiful property, the hot tub hit the spot on the cold nights.",HR_REVIEWTEXT,"Beautiful property, the hot tub hit the spot on the cold nights.",Pool Safety
63e114fbd5d8e80ac8dda862,8182228585,NOT SPECIFIED,88122451,1675696296151,06/02/2023 14:55:55 CST,new! lebanon studio ~ 13 mi to bennett springs!,en_us,83,will not book again- rodent poop and foreign hair in bedding,"Communication was horrible and in the end they said the pics of the poop, hair, dirtyness (and exposed wire) was not enough to issue a refund.",HR_REVIEWTEXT,"Check in was a nightmare. Did not get check in instructions on where to access the property so i ended up unintentionally disturbing the front tenant's who were kind enough to tell me where to go. Upon accessing the studio there was an overwhelming musty smell inside. The studio was tiny (as described) but the bathroom was smaller than imagined. If you are any taller than 5'6 you will have to sit sideways on the toilet or you wont fit because it buts up to the wall. Then as i was getting the pull out bed ready for my son, i seen rodent poop under the cusions. I proceeded to pull it out and found more rodent poop in the bedding. I had to wash all bedding so my son wasnt sleeping in rodent poop and pee. Then as i was stripping the bed i also found other people hair. (Im hoping it was beard hair and NOT pubic) either way NOT how i wanted to start my weekend. I took pics and tried to communicated with the host. Communication was horrible and in the end they said the pics of the poop, hair, dirtyness (and exposed wire) was not enough to issue a refund. Horrible rental!",Electrical - Loose or exposed wiring
63e009569e702852bd6e54dd,8181894661,NOT SPECIFIED,38309707,1675626867022,05/02/2023 19:53:58 CST,grandmas house with a view!,en_us,83,very dated,This home presents a huge fire hazard with all the electrical issues.,HR_REVIEWTEXT,"Upon arriving, we found a note from the host that the furnace had quit working the day before our arrival. And the home was quite cold. When contacting the host was told I was exaggerating that the house was freezing on arrival, that it had to be at least 60 degrees downstairs & 70 upstairs. It was not near that. There was almost 10 space heaters plugged in throughout the home. And we had to also start the fire place and get the fire going with the wet wood they had. Due to all of the space heaters plugged in, it also blew a breaker. We found the breaker box, in the living room wall, covered with a piece of styrofoam and cloth as the breaker cover. The other breaker box had no cover. Several outlets & light switches were without covers. The outlets all had power strips or outlet extenders plugged into them. The downstairs had no smoke alarm and the barrel fire place down there got extremely hot. The ceiling tiles had been wet throughout and starting to fall in. The pictures are deceiving. This home presents a huge fire hazard with all the electrical issues.",Electrical - Loose or exposed wiring
63e034773e3c937f7b81b518,8181950281,NOT SPECIFIED,71747835,1675637889318,05/02/2023 22:57:59 CST,amazing scottsdale abode w/ private oasis!,en_us,83,scottsdale 2022,"the living room fan, the pool was filthy, master bedroom faucet was loose, no cable, so no live TV, no garage door transmitters and the shower water pressure was not good",HR_REVIEWTEXT,"The house is in a great, quiet location. The hot tub was awesome, and the majority of the house had modern updates. The backyard is amazing and the main reason we booked the property. But, the big problem is that the furnace only heats the bedrooms. So the main areas-kitchen, dining, living room have no heat. When we were there, it got down to the low 30's at night, and we needed heat. The property manager and owner said to leave the bedroom doors open and there are also 2 space heaters to heat the main areas. The space heaters were way to small to make a difference and the main areas were quite cold. None of the living room lights worked nor the living room fan, the pool was filthy, master bedroom faucet was loose, no cable, so no live TV, no garage door transmitters and the shower water pressure was not good. Due to having no heat in the main areas, we would not stay there again. We could look past all of the other issues, but with the main areas too cold to be in, we will look at other properties for our next visit.",Electrical - Loose or exposed wiring
63dffe4c01a873290986776f,8181883495,NOT SPECIFIED,84043893,1675624022868,05/02/2023 19:06:52 CST,4br/2.5ba family home in the grove // abodebucks,en_us,83,wonderful house!,"Only suggestion, for safety reasons I would fix closet fires so they do not fall and hurt someone and provide better lock for bathroom downstairs.",HR_REVIEWTEXT,"We stayed here with 6 adults and 4 kids. Everything was very clean and had everything we needed. There was plenty of place to sleep, even beds for the kids! They had games for the kids to play and if you have young kids they include a high chair and crib. The location was perfect! Walking distance to several restaurants and close to all attractions! 
Only suggestion, for safety reasons I would fix closet fires so they don’t fall and hurt someone and provide better lock for bathroom downstairs. 
We would absolutely stay here again! Communication was excellent! Thanks for a wonderful stay!",Accommodation - Slippery Surfaces
63e00f32a5d0c678613d991a,8181906838,NOT SPECIFIED,82979888,1675628421930,05/02/2023 20:18:58 CST,newly renovated canal home w/ hot tub and dock,en_us,83,floramar terrace,"No salt & pepper, cooking oil, cooking oil spray, no recycling bin, no waste baskets In laundry room and bedrooms, slippery tub with no tub mat, only seating in living room area is an uncomfortable couch.",HR_REVIEWTEXT,"Pluses: Clean property and safe location. Minuses: Biggest issues were communication. We asked for up front if they’d consider renting to us with our 2 under 30# dogs. “Yes, that’s fine” they told us in writing. Later in month, owner accused us of bringing dogs which were expressly prohibited. Then, we asked for one additional day on our rental 6 days before end of month. A day before we were to check out, owners send me texts saying we were supposed to be out today by 11am & the cleaning lady was waiting at the door to get in. After a few texts back & forth & repeated requests to them to check our communication on the VRBO site to confirm they approved a 1 day extension. Just as with the dog matter, they said yes, we were right. Giving us fits on both issues! I believe there are 2 or more people running this rental and they aren’t communicating with each other! We left the place in fine shape. Never had owner issues with other VRBO owners. Other issues: no coffee filters for coffee pot, no foil, plastic wrap, baggies or food storage containers. No salt & pepper, cooking oil, cooking oil spray, no recycling bin, no waste baskets In laundry room and bedrooms, slippery tub with no tub mat, only seating in living room area is an uncomfortable couch. Property is listed as sleeping 6 but only seating for 4 inside. Too small for 6. Instead of spending $$ on a sofa bed and an inflatable bed on lanai & a karaoke machine, they should provide more basics.",Accommodation - Slippery Surfaces
