63da7c93f1affe3a932b0922,8180205134,NOT SPECIFIED,40192698,1.67526E+12,01/02/2023 14:52:02 CST,live a unique and authentic experience,fr_fr,83,parfait,"Et Isabelle et Sylvain sont de super hôtes avec qui il est facile et agréable de communiquer, ils nous ont très bien accueilli à notre arrivée, nous ont donné de bons conseils pour notre séjour et ont été réactifs pour nous preter une lampe lors d' une coupure d' électricité !",HR_REVIEWTEXT,"La villa Kas ti Punch est un petit coin de paradis ! La terrasse ouverte avec vue sur la forêt est très agréable, l'emplacement est au calme et bien situé pour rayonner un peu partout en Guadeloupe avec une voiture. La maison est parfaitement propre avec tout ce qu'il faut pour cuisiner, des lits très confortables, et du matériel pour bébé qui a été très apprécié (lit avec moustiquaire, chaise haute, baignoire et même des jouets pour la plage et pour la maison). Et Isabelle et Sylvain sont de super hôtes avec qui il est facile et agréable de communiquer, ils nous ont très bien accueilli à notre arrivée, nous ont donné de bons conseils pour notre séjour et ont été réactifs pour nous preter une lampe lors d'une coupure d'électricité ! Nous sommes restés 10 jours et avons passé de superbes vacances en famille, merci encore pour votre accueil !"
63cdabd9066d7268f697cae5,8176146925,NOT SPECIFIED,31649101,1.67442E+12,22/01/2023 21:34:17 CST,inlet cottage - located at wilsons promontory,en_au,83,lack of running water and loss of power!,But when the power went out everything went to pot.,HR_REVIEWTEXT,"Yanakie was a very adequate house for our family. All the rooms were spacious with plenty of light. But when the power went out everything went to pot. With no power you have no running water, cannot drink (had to boil before drinking as well) water or use toilets. We lost food in the fridge because the power went out 2 times in 3 nights , 12 hours and 10 hours. The owners were responsive, but the write up did not mention the water business until we got our welcome/keys. Bring your own water if you go to Yanakie. Also, the fuse box is on the front of the house."
63cdabd9066d7268f697cae5,8176146926,NOT SPECIFIED,31649101,1.67442E+12,22/01/2023 21:34:17 CST,inlet cottage - located at wilsons promontory,en_au,83,lack of running water and loss of power!,"With no power you have no running water, can not drink (had to boil before drinking as well) water or use toilets.",HR_REVIEWTEXT,"Yanakie was a very adequate house for our family. All the rooms were spacious with plenty of light. But when the power went out everything went to pot. With no power you have no running water, cannot drink (had to boil before drinking as well) water or use toilets. We lost food in the fridge because the power went out 2 times in 3 nights , 12 hours and 10 hours. The owners were responsive, but the write up did not mention the water business until we got our welcome/keys. Bring your own water if you go to Yanakie. Also, the fuse box is on the front of the house."
63cdabd9066d7268f697cae5,8176146927,NOT SPECIFIED,31649101,1.67442E+12,22/01/2023 21:34:17 CST,inlet cottage - located at wilsons promontory,en_au,83,lack of running water and loss of power!,"We lost food in the fridge because the power went out 2 times in 3 nights , 12 hours and 10 hours.",HR_REVIEWTEXT,"Yanakie was a very adequate house for our family. All the rooms were spacious with plenty of light. But when the power went out everything went to pot. With no power you have no running water, cannot drink (had to boil before drinking as well) water or use toilets. We lost food in the fridge because the power went out 2 times in 3 nights , 12 hours and 10 hours. The owners were responsive, but the write up did not mention the water business until we got our welcome/keys. Bring your own water if you go to Yanakie. Also, the fuse box is on the front of the house."
63cea0bce5b1da63a18799ff,8176452295,NOT SPECIFIED,40190679,1.67449E+12,23/01/2023 14:59:06 CST,"monticello - blue bahia villa overlooking  a majestic view,ten bay, 10% off 2023",en_us,83,more than the sum of it's parts.,"Another plus is that the house has a generator as do their other properties, so power outages will not infringe on your good time.",HR_REVIEWTEXT,"The house is so large we ended up using only the second floor. Decorated eclecticly, we were constantly coming across little interesting pieces and flourishes. I won't spoil it for you. One of our favorite spots was a private dining deck open to the bay. We ate most meals there. The private beach access made entering the bay effortless and if you take a short walk along the beach before sunset you can lay on the beach and watch it sink into the Caribbean. If you're a sunrise person the Atlantic beaches are a short distance away. Also our gratitude to Mr and Mrs Williams the caretakers who greeted us on arrival answered our many questions and helped with any issues. They were efficient, friendly and genuinely great people. We had a great time and felt very comfortable. Highly recommend and are planning to return. Another plus is that the house has a generator as do their other properties, so power outages won't infringe on your good time. I could go on, but as others have said it's a very special place. Lastly we would like to thank our hosts Barbara and Luciano for being so caring and helpful. We should have stayed longer."
63d7b79695ebb613ff97f3dc,8179387140,NOT SPECIFIED,64620016,1.67509E+12,30/01/2023 12:27:02 CST,condominium 206 matapalo ideal for family trips and work online.,en_us,83,"privacy issues, cleanliness and multiple vrbo violations","weather was great, so not sure why there was no power",HR_REVIEWTEXT,"The power was not on the first couple of hours. Messaged the host but did not hear back. Eventually it came on. We arrived in the middle of the afternoon, weather was great, so not sure why there was no power.

There was not any shampoo, soap, laundry detergent, extra garbage bags (only 1 provided) nor directions where to put trash. There were hairs in the bedsheets. Host never emailed the wifi info beforehand as the platform clearly said should have been done, and we only get it several hours later after asking. 

On check out, host told me to message her directly on WhatsApp to reserve instead of the platform, a clear violation of VRBO’s rules and regulations. She then bombarded us with unwanted messages and solicitations afterwards. 

She also told us the 2 people before us mentioned they also had no direction where to put any trash either. And that they take care of it and laundry, when I told her we washed towels. Clean ones were in the dryer and ones that need to be washed were in the washer. This did not need to be done by us, but was done anyways. Despite this, host sent a picture of little pieces of unneeded papers afterwards. 

There was also a non disclosed video camera recording the unit which is also another huge violation of VRBO’s policies.

Inside home was nice, with a nice garden, however no view of the pool as listed in the description. 
 
TV in extra bedroom did not work properly, and cut out every 10 seconds to a black screen for 10 seconds. 

Host also tried to trick us into in earlier check out time than what was listed in the VRBO. Luckily I had a screen shot of the correct check out time. But, I should not have had to go through that. Host also asked us our arrival time at least 3-4 times beforehand even though we had already sent that info each time it was asked. Perhaps the messages in the platform are not read by the host."
63d8bc9d264a3238f92198da,8179704315,NOT SPECIFIED,73004148,1.67515E+12,31/01/2023 07:00:45 CST,pet friendly! short walk to beach next to pier park,en_us,83,nice rental!,We lost power because the owner forgot to pay the bill but they fixed it right away for us and had our electricity back on in no time.,HR_REVIEWTEXT,"Perfect location close to anything we needed and short walk to the beach. Pools were great. Lots to do here to keep the kids busy. We lost power because the owner forgot to pay the bill but they fixed it right away for us and had our electricity back on in no time. Kitchen looks way bigger in pictures than it really is but other than that, everything was great."
63daa973fd489c389de24a5e,8180264650,NOT SPECIFIED,32817422,1.67527E+12,01/02/2023 18:01:36 CST,escape to beach paradise & light house -the best for families & great for events,en_us,83,atlantic sand,We had a power outage which was taken care quickly and the generator worked quickly.,HR_REVIEWTEXT,"The place was awesome! It accommodated all of us and we had laundry facility on both floors. We had a power outage which was taken care quickly and the generator worked quickly. My guests were very pleased with location, we were celebrating our 50th Anniversary."
63dc168dbc6fce68acd9e61d,8180690943,NOT SPECIFIED,33957700,1.67537E+12,02/02/2023 20:01:16 CST,tiny home on snowshoe creek & little wood lake (rv parking with power),en_us,83,a great getaway!,"The owner experienced a power outage at his residence during my stay and emailed and called with information, ways to stay warm and more.",HR_REVIEWTEXT,"I stayed with my two dogs in January 2023. I loved the hot tub, we all enjoyed exploring the trails and creek on the property. Peaceful and beautiful! The owner experienced a power outage at his residence during my stay and emailed and called with information, ways to stay warm and more. Luckily, either we weren’t effected or slept right through it, but he was very prompt with all the necessary info had I needed it! Hope to be back!"
63d2e49f483e2b1798dba5bf,8177869513,NOT SPECIFIED,69331984,1.67477E+12,26/01/2023 20:37:51 CST,central london 3 bedroom apartment,en_us,83,a few issues (some possibly minor and one major),There is some kind of power fuse that can trip leading to power outage.,HR_REVIEWTEXT,"The inside of the property was as pictured. The place is relatively clean and properly furnished (though there is no dining table).

Note that the property is on the main road with traffic a few feet from the property windows and so all traffic noise is heard. This may or may not be an issue for you.

Also, the upstairs residents move around with creaking floorboards starting at 3 am or so -- if you are light sleeper then that will be a concern.

On a separate note there is NO documentation of any sort in the apartment about how to use things. For example, for those from outside the UK there are no instructions on how to set the heating on the radiators. The television sound is controlled by a wall device that routes sound to ceiling speakers. There is some kind of power fuse that can trip leading to power outage. In each of these cases we had to reach out to the owners over the phone to get instructions. I do note that they did respond in each case on the phone and were helpful. However, it would be far simpler to just have some kind of NOTES for the tenants. A previous review had also noted this but we had not realized how much of an actual issue this could be. 

Finally the biggest concern is that the owners tried to charge us several hundred dollars after the fact for deep cleaning based on ""smoking"" inside the house. None of the family are smokers and so this was definitely not the case."
63d8256c211b9504c7afb91f,8179529283,NOT SPECIFIED,55185959,1.67511E+12,30/01/2023 18:19:58 CST,brand new surf ranch bungalow,en_us,83,don't let the photos fool you. beware,#NAME?,HR_REVIEWTEXT,"Listing photos look amazing and lots of things appear “pretty” but I had major issues from the moment I arrived until the moment I left. 

- I arrived on a Saturday, during a rain storm, to leaks in both master bedroom and living room (all over sofa). I immediately contacted owner who lives close by but instead of coming over to look, she instructed me to put pots out to collect dripping water and that a roofer would come by Monday. Monday it was fixed but she left the dirty leak collecting pots in the sink for me to clean myself. Had I been the owner, I would have left a bottle of nice wine and an apology note, not a pile of dirty pots for my renter to clean. 

- The dishwater is faulty and did not clean dishes, It would run, but the dishes were still filthy after a cycle. I am an adult and quite familiar with using dishwashers, the owner instead of coming by to see for herself decided to give me a lesson on how to work the dishwasher. Regardless, I can attest that after 5 cycles the dishes never got clean. So, I spent two weeks having to hand washing all the dirty dishes. 

- The power went out one night in the middle of the night and I had to contact the owner. Thankfully, it was restored fairly quickly but no utility contact/account info was given in her inadequate ""welcome book"", so I was unable to get updates as to when the power would return. 

- The garage door is controlled by a digital lock with code but the system is funky and gave me trouble a few times. Additionally the garage is very small. The front door digital lock with code is also difficult, it seems to time out and the only thing to do is wait 15 minutes for it to reset. I was locked out after midnight one night and the owner did not return my texts until 6am. This is a basic safety issue and for this reason alone the apartment should not be rented until it is corrected. 

- Finally, the washer and dryer are in a janky downstairs room which is very grimy. The washer/dryer is not listed in the ""welcome book"" forcing me to inquire (yet again) about their whereabouts and usage. 

- I travel and use short term rentals 6-8 times per year and this experience was pretty awful. Wendy the owner was “mostly” responsive but consistently condescending. She also offered no credit for any of the above issues. Well, she did offer to let me out of my contract a few days early but it wasn’t worth leaving at that point. 

- In conclusion, don't judge this book by its cover!"
63d6dc892bd5f26f10adfd62,8179194060,NOT SPECIFIED,75211737,1.67503E+12,29/01/2023 20:52:25 CST,pleasant house close to the beach and a shopping center<br>,fr_fr,83,globalement bon séjour avec un bémol,Dommage que le gaz ne fonctionne pas car le soir il y a des coupures d' électricité.,HR_REVIEWTEXT,Jolie petite maison en RDC avec une petite cour. La maison est bien rénovée et bien située. Elle est à 5 mn du carrefour market et 10 mn à pieds du port. Le quartier est assez calme et l’on se gare dans la rue devant la maison. Par contre pas de pression d’eau et pas d’eau chaude exepté un peu le soir. Attention sur l’annonce il est indiqué 2 toilettes mais un seul fonctionne et il est dans la salle de bain. L’autre est condamné. Nous avions choisi cette location pour avoir deux toilettes et avons donc été très déçus à l’arrivée. La plaque de cuisson comporte 2 feux gaz et 2 électrique. Dommage que le gaz ne fonctionne pas car le soir il y a des coupures d’électricité. J’espère que la propriétaire va résoudre le problème de toilette ou modifier la description de son logement.
63d4180c2c9f7952340627bb,8178274648,NOT SPECIFIED,89845395,1.67484E+12,27/01/2023 18:29:31 CST,sandcastle inn #604 - beachcomber vacation homes,en_us,83,clean and close to the beach.,Unfortunately Oregon experienced a few power outages during my stay.,HR_REVIEWTEXT,"Worked out fine. Unfortunately Oregon experienced a few power outages during my stay. So power was out for 15 or so hours. Nothing to do with the property. But the apartment held it's heat well so it was not uncomfortable.

All things you need for a short stay is in the apartment."
63d812f9dbea356aa3c39357,8179512810,NOT SPECIFIED,69664636,1.67511E+12,30/01/2023 18:56:57 CST,"ocean view house | short walk to tide pool, hot tub & pet friendly",en_us,83,disappointed,We had the temps in the house drop to 41 degrees during the night due to the power outage,HR_REVIEWTEXT,"The house was as described.
For those booking with Vrbo in Sea Ranch, make sure your property management is VACASA not Grand Welcome.
We had the temps in the house drop to 41 degrees during the night due to the power outage and Grand Welcome was completely incommunicado. We placed 14 phone calls to them during our entire stay (Jan 3-Jan 7) and visited their office in Gualala, where the lights were on but the doors were locked.
They finally responded on Jan 19 to inform us that if we had any issues, they would have had to receive notice within 24 hours after leaving the premise.
Bad business. SMH"
63cfecfe393c993226949263,8176879717,NOT SPECIFIED,22128844,1.67457E+12,24/01/2023 14:36:46 CST,"ski in, ski out! cozy mountainside townhome at purgatory resort - edelweiss #7",en_us,83,wonderful accommodations/location,David was super quick to respond and resolve internet and cable issue following a power outage.,HR_REVIEWTEXT,Fantastic setup and true ski in/ski out. Lots of thoughtful and functional details throughout made for a very comfortable stay! David was super quick to respond and resolve internet and cable issue following a power outage. We love Purgatory and had a great time!
63dd83bff134a77dd4adf5e3,8181089165,NOT SPECIFIED,74821883,1.67546E+12,01/02/2023 22:53:39 CST,"penthouse loft apartment, privacy only 10 mins to austin",en_us,83,"do not stay here, very deplorable conditions",The 1st night we plugged in our small foreman grill which blew a breaker and we had no electricity until the “host” fixed it.,HR_REVIEWTEXT,"We tried to cancel before our arrival by calling Vrbo as we were worried about staying due to the very very cold and rude texts we received the day before checkin. We were very nice and courteous but this man has ZERO personality nor hosting skills. Vrbo called him he see if we could cancel due to our expressed fear (expressed to Vrbo representative) of staying at this property, she contacted him but he refused to refund our money and so did Vrbo even after expressing great concern for safety. We reluctantly decided to stay due to already paying. The “host” met us in the driveway and right off the bat after showing me where to park yelled at me when I tried pulling up in the driveway because he felt he needed to watch me park as to not hit the mailbox. Once taken to the door he opened it, told us to take our shoes off as his wife had just “vacuumed “ the bright pink carpet 30yr old dirty carpet, took us up to the “room” in which looked like we were in a converted attic and we actually laughed the 2 days we were there as if we had a 1st college studio this would have been it!! Very very old furniture (no legs on the purple couch, all furniture obviously from garage sales) but the worst was the 30+yr old mattress covered in plastic that was soooo hard and in such bad condition I could hardly walk after getting up both mornings. As far as the “room” it has no tv, we were told only to use a radiator plug in heater (ice storm/schools&county closed, 20 degrees at night) due to the “expensive cost of propane that heats the home”. With this being a converted attic it was brutally cold and that radiator heater is so very dangerous, had it caused a fire our exit would have been scary given we were in a home behind a broken steel gate that had to be opened/closed by hand upon arrival/leaving. The 1st night we plugged in our small foreman grill which blew a breaker and we had no electricity until the “host” fixed it. We then got a message saying to unplug the heater if we needed to use other power as it would happen again….not cool. The bathroom was a nightmare!!! Now “host” is saying the 30yr old bed was broken, which is a flat lie and charging us $1300! We should have trusted our gut instinct as we knew before even getting to the property something was off with this “host” and sure enough. He admitted to listening to us in our room in a text. We rent regularly and have had wonderful experiences with all other hosts. Very sad. I hope Vrbo does inspections."
63cdb09eb22245276272f670,8176148782,NOT SPECIFIED,70863841,1.67442E+12,22/01/2023 21:54:38 CST,homewood by avantstay | amazing family cabin w/ hot tub & sauna,en_us,83,great family get away,"Just wish they had more emergency equipment (working flashlights, lanterns, generator) as we lost power due to the snowstorm and only had a few candles.",HR_REVIEWTEXT,"Property was generally clean and well appointed. Great for larger group. Just wish they had more emergency equipment (working flashlights, lanterns, generator) as we lost power due to the snowstorm and only had a few candles. Thankfully we travel with flashlights. Otherwise great trip."
63d50e7b1730ca5996ed5fe6,8178545560,NOT SPECIFIED,21690187,1.67491E+12,28/01/2023 12:00:58 CST,"apartment with swimming pool and private beach, with a separate bedroom",fr_fr,83,"conforme à la description, appartement très agréable, nous recommandons.","un seul bémol, les places de parking insuffisantes (en pleine saison), les coqs qui nous ont réveillé trop tôt le matin et des coupures d' eau et d' électricité (les propriétaires n' y sont pour rien bien-sur).",HR_REVIEWTEXT,"Super séjour dans cet appartement et dans cette résidence de vacances, où rien ne manque. très bon contact avec les propriétaires. un seul bémol, les places de parking insuffisantes (en pleine saison), les coqs qui nous ont réveillé trop tôt le matin et des coupures d'eau et d'électricité (les propriétaires n'y sont pour rien bien-sur).
Pour résumer nous sommes pleinement satisfaits de notre séjour et le recommandons."
63dc9547990baf35f3a1a2a9,8180833865,NOT SPECIFIED,90251288,1.6754E+12,03/02/2023 05:01:59 CST,getaway to a quiet neighborhood house (mil suite) with garden & creek view,en_us,83,seattle area stay,the power went out in a portion of the kitchen and some outlets,HR_REVIEWTEXT,"This is a good place to go if you have trips into the Seattle area but want to come back to a cozy, more relaxing setting. This MIL suite is at the lower portion of a house, with a fully separate entry. It was really good to have a level entrance with no stairs! The electric fireplace was nice, WiFi/Internet great, parking was great, and owner communication was great!

The listing said full kitchen and we used the dishes, silverware, pots and pans, tea kettle, toaster, microwave, and dishwasher. We did not use the countertop oven. I appreciated knowing that it was a small refrigerator ahead of time, as it helped in planning what to bring/not bring. The listing I believe did say a stove, which was one of the reasons I selected it. What was in the kitchen was 2 burner ceramic/glass stovetop, which even with a users manual was a bit confusing for me to use. However in communicating with the owner my questions were cleared up. It might have been helpful to have pictures of the kitchen to see what was included. 

The weather when we were there was cold for the Seattle area so we used the wall thermostat/heaters and the space heaters. However we were also cooking at the same time on the stovetop and heating water in a tea kettle and the power went out in a portion of the kitchen and some outlets. To his credit, when we contacted the owner he quickly remedied the situation. 

We did not use the sunroom, but did enjoy the view of the creek, chickens, garden outside, and evergreen trees."
63cda7a0aae9bb489b989691,8176138622,NOT SPECIFIED,34190889,1.67442E+12,22/01/2023 21:16:13 CST,"on the beach in moclips with hot tub, fireplace, bbq, patio, beach access & more",en_us,83,very relaxing,A brief power outage was a bummer,HR_REVIEWTEXT,"We had a nice relaxing time. A brief power outage was a bummer, but an ocean storm is awesome."
63dc1b40b8e6a46e0d42d0e5,8180693059,NOT SPECIFIED,68584250,1.67537E+12,02/02/2023 20:21:19 CST,sonder at south congress | two-bedroom apartment w/ balcony,en_us,83,power issues,Lost power for 16 plus hours.,HR_REVIEWTEXT,"Lost power for 16 plus hours. Contacted the property company via the app and eventually got an update that it was a city issue even though most of the apartments in our complex had power so not sure how it’s a city power issue when 85% of the complex had power. We went to the community area and stayed for 5 hours and the full time residents there were getting different updates as it was a building by building property issue. I don’t appreciate dishonesty. No heat, lights, or hot water for a very long time. Horrible experience."
63dc1b40b8e6a46e0d42d0e5,8180693060,NOT SPECIFIED,68584250,1.67537E+12,02/02/2023 20:21:19 CST,sonder at south congress | two-bedroom apartment w/ balcony,en_us,83,power issues,Contacted the property company via the app and eventually got an update that it was a city issue even though most of the apartments in our complex had power so not sure how it is a city power issue when 85% of the complex had power.,HR_REVIEWTEXT,"Lost power for 16 plus hours. Contacted the property company via the app and eventually got an update that it was a city issue even though most of the apartments in our complex had power so not sure how it’s a city power issue when 85% of the complex had power. We went to the community area and stayed for 5 hours and the full time residents there were getting different updates as it was a building by building property issue. I don’t appreciate dishonesty. No heat, lights, or hot water for a very long time. Horrible experience."
63cf5274b5806b3c0979e96c,8176693585,NOT SPECIFIED,45606690,1.67453E+12,24/01/2023 03:37:24 CST,"beautiful coastal cabin with ocean views, private deck, hot tub and bbq",en_us,83,worst vrbo experience ever,"We had no power, heat or hot water.",HR_REVIEWTEXT,"On the morning of our first night in the home, the power went out. We had no power, heat or hot water. Property Manager was unable to confirm when it would be back on. We went and got food, heat etc until I watched the PGE website and saw the power appeared on in the afternoon. Drove back out to the property and the power was out. Property Manager came by, apologized and said I would be compensated. We left and went back home. I had paid for 3 nights but got one. I was only reimbursed $550 out of the $1400 I paid. I was told by the PM well the power came on at 4pm before the last night. As if we were going to go to a hotel and wait around for the power and pay for 2 locations. PGE website said the power was not coming back on until 10pm our last night so went back home. I have screenshots of the PGE website but the Vacasa LLC will not return my calls, VRBO said they would have them reach out to me but they never did. I have used VRBO for years and NEVER had this issue. This rental is the worst one out there. Be sure to check out all the fees. We paid for a hot tub we couldn't even use. It's ridiculous. Do yourself a favor and stay elsewhere! We thought visiting our college town renting a beach house for a birthday celebration would be amazing. It was not."
63cf5274b5806b3c0979e96c,8176693584,NOT SPECIFIED,45606690,1.67453E+12,24/01/2023 03:37:24 CST,"beautiful coastal cabin with ocean views, private deck, hot tub and bbq",en_us,83,worst vrbo experience ever,"On the morning of our first night in the home, the power went out.",HR_REVIEWTEXT,"On the morning of our first night in the home, the power went out. We had no power, heat or hot water. Property Manager was unable to confirm when it would be back on. We went and got food, heat etc until I watched the PGE website and saw the power appeared on in the afternoon. Drove back out to the property and the power was out. Property Manager came by, apologized and said I would be compensated. We left and went back home. I had paid for 3 nights but got one. I was only reimbursed $550 out of the $1400 I paid. I was told by the PM well the power came on at 4pm before the last night. As if we were going to go to a hotel and wait around for the power and pay for 2 locations. PGE website said the power was not coming back on until 10pm our last night so went back home. I have screenshots of the PGE website but the Vacasa LLC will not return my calls, VRBO said they would have them reach out to me but they never did. I have used VRBO for years and NEVER had this issue. This rental is the worst one out there. Be sure to check out all the fees. We paid for a hot tub we couldn't even use. It's ridiculous. Do yourself a favor and stay elsewhere! We thought visiting our college town renting a beach house for a birthday celebration would be amazing. It was not."
63daed77c6f4cb1828e22571,8180350635,NOT SPECIFIED,35164553,1.67529E+12,01/02/2023 22:53:43 CST,just tee'd up: beautiful river strand town home with amazing golf course views,en_ca,83,be aware!,However the biggest issue was that the power went out one day.,HR_REVIEWTEXT,"We love River Strand and this unit is in a good location. However, be aware that this is a typical rental unit, with basic amenities, most of which were in working order. The carpets and lanai furniture require cleaning. A lot of the cookware is warped, so less efficient on the glass cooktop.
However the biggest issue was that the power went out one day. It took 5 hours of calling the property manager to figure out that the owner hadn't paid the electric bill of $233 and 2 more hours before the power was restored. Who does that to their tenant?
The price is also a bit steep, compared to the prices quoted by other renters.
So be aware of these issues before you book."
63d015a277402a4aa7125c49,8176972315,NOT SPECIFIED,33498055,1.67458E+12,24/01/2023 17:30:10 CST,skier's paradise! 2 min to heavenly nv side!! sleeps 5-6,en_us,83,great location for skiing,"We were there for the massive 6 feet of snow and had a brief power outage, but out host was on it and very proactive.",HR_REVIEWTEXT,"Host is very helpful, very communicative and responsive. We were there for the massive 6 feet of snow and had a brief power outage, but out host was on it and very proactive. The place is very accommodating, lovely fireplace insert, kitchen well stocked, we would definitely stay there again!!"
63d6ff206dd53f6a8d510891,8179242805,NOT SPECIFIED,29482591,1.67503E+12,29/01/2023 23:20:00 CST,tinkerbell house emerald island resort,en_ca,83,tinkerbell house,was not fully cleaned when we arrived but that was due to a power outage in the community.,HR_REVIEWTEXT,Location was excellent! Easy to get around. The house was very comfortable. Wasn't fully cleaned when we arrived but that was due to a power outage in the community. We all enjoyed the pool. We would definitely book this house again if we come back to Florida!
63cf1ec3434445369c85199b,8176630089,NOT SPECIFIED,72128487,1.67452E+12,23/01/2023 23:56:51 CST,come enjoy the cooler weather in our cozy cabin in munds park!,en_us,83,great cabin and even better hosts!!!,While that was great for snowball fights it made it tough when power went out in the whole community.,HR_REVIEWTEXT,"The cabin was perfect: easy to get to, easy to park (which is sometimes hard in Munds Park b/c a lot of the driveways are on a hill) and very comfortable. 

This was my kids first time in the snow and boy did they get their fill - we had a huge snowstorm while we were at the cabin. While that was great for snowball fights it made it tough when power went out in the whole community. Travis and Heather were GREAT in helping get me out - the snowplow had created a huge wall of ice that they helped dig me out of and got me on the road safely.

Definitely plan to rent the cabin again - just hopefully not with 4 feet of snow next time. 

Highly recommended!!!"
63dbe5515259cd6485e67920,8180636144,NOT SPECIFIED,49186335,1.67536E+12,02/02/2023 16:31:13 CST,"baker beach house - hot tub, ocean views & fire pit-",en_us,83,"very nice, but also beware","There were instructions in the manual provided about what to do in the event of a power outage, but I am surprised that there is not a generator on the property if power loss is a regular occurrence.",HR_REVIEWTEXT,"It is a lovely place tucked away in a private setting. We really enjoyed being there for a couple of days and would have loved to have been there for the rest of the week. Unfortunately, storms resulted in power loss for more than 30 hours, and after experiencing a full day of no hot tub, no laundry, no fridge, no oven, no hot water, etc., we had to make other plans because there was no indication the power would be restored any time soon. We left 1 1/2 days early.

There were instructions in the manual provided about what to do in the event of a power outage, but I am surprised that there is not a generator on the property if power loss is a regular occurrence. We did receive a partial refund (even though the contract does state that the owners are not liable for power loss, among other things), which we did appreciate. But unfortunately what we hoped to be a great week turned into a great couple of days, followed by a frustrating couple of days. Again, it is a lovely place, but maybe make sure you stay somewhere in the area that has a generator."
63ce824112b20e4a99079470,8176408807,NOT SPECIFIED,57927164,1.67448E+12,23/01/2023 12:49:05 CST,appartamento,de_de,83,"sehr schöne fewo, direkt im zentrum",Als wir einen kleine Stromausfall hatten haben wir sofort Hilfe bekommen.,HR_REVIEWTEXT,"Super gute Kommunikation mit den Gastgebern, hat alles reibungslos geklappt. Als wir einen kleine Stromausfall hatten haben wir sofort Hilfe bekommen. Sehr sauber, sehr gepflegt, alles da, was man braucht. Und das mitten im Zentrum. Rundum perfekt."
63d998db074c7433f06dfe57,8179955201,NOT SPECIFIED,45173983,1.6752E+12,31/01/2023 22:40:27 CST,cabin in hocking hills state park on 101 acres,en_us,83,mimi's birthday weekend,Power went out when someone hit a pole and Dana reached out right away to be sure we were taken care of.,HR_REVIEWTEXT,"Second time we have stayed here and it's the best. Great place for a group of any age. Dana is an A + owner. Power went out when someone hit a pole and Dana reached out right away to be sure we were taken care of. 
Thank you for another great memory."
63d303a2b64aae54f8e00789,8177905027,NOT SPECIFIED,31096802,1.67477E+12,26/01/2023 22:50:10 CST,live the beach life! stay in our fun & amazing townhome!,en_us,83,great location,Half of the electricity in the unit went out during our last night there.,HR_REVIEWTEXT,The location of the property is great and easy beach access. Communication with the owner and access was easy and the owner response was rapid. The unit needs updating and repairs/painting. The doors and screens were very difficult to open and the furniture and beds were old and not very comfortable. Painting was definitely needed. Half of the electricity in the unit went out during our last night there. The electrical outlets and fuse box needs updating. As much as we enjoyed the location and beach access we would not stay there again unless it has been updated and repairs done.
63d43251302ceb011a7c71f7,8178322442,NOT SPECIFIED,71733388,1.67485E+12,27/01/2023 20:21:37 CST,bertucci's country house,en_us,83,country house,the power went out,HR_REVIEWTEXT,We had a wonderful stay and hated to leave. The weather was a little crazy with the heavy snow and the power went out but Nick made sure we had everything we needed and took great care of us. We can't wait to come back
63d576346dd53f6a8d5f5aa8,8178683336,NOT SPECIFIED,44315328,1.67493E+12,28/01/2023 19:23:32 CST,epic lake and mountain views from this private home!,en_gb,83,freezing cold house,"Right after she left, electricity went off in a few bedrooms and few bathrooms.",HR_REVIEWTEXT,"We have a group of people (10) and we was expecting some livable conditions at the property, where we can relax and warm up after skiing/snowboarding. 
Check in was at 4 pm. However, property was absolutely not ready. It was less than 60 degree inside and it went up to 62 by 9 pm. Management was saying that it’s normal for this house. But, after checking the description of the property, I was able to convince management to save us from freezing. One of the associates was more helpful, she brought some heaters around 10 pm.
Right after she left, electricity went off in a few bedrooms and few bathrooms. Heaters was no option anymore for some people… Management couldn’t help us. After several calls, they was able to offer me “call next day to check on you”. Guess what? Nobody called! Also, they provided info about the breaker for electricity later. 
This is not it. Be ready for cold shower if you have more than 4 people in the house taking shower same day. Boiler is capable to preheat only 5 portions of water for shower. It’s not in the description also btw.
Property wasn’t absolutely clean. Very dusty. They will ask you ti take a trash 10 min from house (DRIVING!!) and they didn’t even provided a code to the gate. 
To summarize: I paid 6k for a house with no heat, hot water, where I have to clean shelves and take care of the trash. Nothing mentioned in the description. Useless management."
